ID, R, G, B
2399,0.505882,0.462745,0.494118
2400,0.513726,0.470588,0.501961
2401,0.498039,0.454902,0.486275
2402,0.494118,0.45098,0.482353
2403,0.478431,0.45098,0.47451
2404,0.462745,0.427451,0.443137
2405,0.470588,0.427451,0.439216
2406,0.423529,0.376471,0.380392
2407,0.415686,0.360784,0.34902
2408,0.411765,0.356863,0.345098
2409,0.4,0.345098,0.333333
2410,0.403922,0.34902,0.337255
2411,0.407843,0.352941,0.356863
2412,0.396078,0.356863,0.34902
2413,0.388235,0.360784,0.368627
2414,0.996078,0.996078,0.996078
2415,1,1,1
2416,0.47451,0.435294,0.466667
2417,0.415686,0.333333,0.345098
2418,0.419608,0.341176,0.34902
2419,0.431373,0.364706,0.364706
2420,0.427451,0.368627,0.376471
2421,0.431373,0.376471,0.392157
2422,0.439216,0.396078,0.411765
2423,0.470588,0.427451,0.45098
2424,0.478431,0.435294,0.462745
2425,0.470588,0.423529,0.462745
2426,0.466667,0.419608,0.466667
2427,0.494118,0.454902,0.490196
2428,0.498039,0.466667,0.505882
2429,0.552941,0.537255,0.580392
2430,0.556863,0.541176,0.596078
2431,0.92549,0.929412,0.952941
2432,1,1,1
2433,0.545098,0.537255,0.603922
2434,0.54902,0.521569,0.529412
2435,0.533333,0.498039,0.54902
2436,0.529412,0.486275,0.509804
2437,0.505882,0.462745,0.486275
2438,0.501961,0.458824,0.482353
2439,0.501961,0.458824,0.482353
2440,0.486275,0.454902,0.443137
2441,0.494118,0.45098,0.47451
2442,0.498039,0.443137,0.466667
2443,0.454902,0.4,0.4
2444,0.466667,0.411765,0.415686
2445,0.423529,0.364706,0.345098
2446,0.423529,0.356863,0.333333
2447,0.415686,0.345098,0.341176
2448,0.411765,0.337255,0.317647
2449,0.447059,0.427451,0.427451
2450,1,1,1
2451,0.988235,0.984314,0.988235
2452,0.423529,0.364706,0.380392
2453,0.431373,0.34902,0.341176
2454,0.431373,0.372549,0.384314
2455,0.439216,0.380392,0.392157
2456,0.447059,0.388235,0.4
2457,0.443137,0.384314,0.396078
2458,0.454902,0.411765,0.427451
2459,0.462745,0.419608,0.439216
2460,0.478431,0.435294,0.462745
2461,0.47451,0.431373,0.466667
2462,0.478431,0.458824,0.482353
2463,0.552941,0.533333,0.556863
2464,0.537255,0.513726,0.552941
2465,0.537255,0.513726,0.560784
2466,0.603922,0.592157,0.662745
2467,1,1,1
2468,0.941176,0.960784,0.976471
2469,0.537255,0.52549,0.572549
2470,0.521569,0.494118,0.501961
2471,0.509804,0.470588,0.521569
2472,0.529412,0.486275,0.509804
2473,0.501961,0.458824,0.482353
2474,0.521569,0.478431,0.501961
2475,0.490196,0.447059,0.470588
2476,0.470588,0.439216,0.427451
2477,0.447059,0.403922,0.427451
2478,0.447059,0.392157,0.415686
2479,0.45098,0.396078,0.396078
2480,0.45098,0.388235,0.396078
2481,0.427451,0.368627,0.352941
2482,0.427451,0.368627,0.34902
2483,0.423529,0.360784,0.368627
2484,0.431373,0.376471,0.411765
2485,1,1,1
2486,0.8,0.784314,0.792157
2487,0.423529,0.380392,0.380392
2488,0.431373,0.372549,0.384314
2489,0.439216,0.380392,0.392157
2490,0.454902,0.396078,0.407843
2491,0.454902,0.396078,0.407843
2492,0.466667,0.423529,0.439216
2493,0.45098,0.407843,0.427451
2494,0.482353,0.439216,0.466667
2495,0.505882,0.458824,0.494118
2496,0.52549,0.505882,0.529412
2497,0.529412,0.509804,0.537255
2498,0.470588,0.447059,0.486275
2499,0.517647,0.494118,0.541176
2500,0.541176,0.521569,0.6
2501,0.996078,0.996078,0.996078
2502,0.658824,0.729412,0.764706
2503,0.576471,0.545098,0.584314
2504,0.501961,0.486275,0.501961
2505,0.494118,0.454902,0.501961
2506,0.505882,0.462745,0.486275
2507,0.490196,0.447059,0.470588
2508,0.513726,0.470588,0.494118
2509,0.501961,0.458824,0.482353
2510,0.505882,0.47451,0.462745
2511,0.443137,0.4,0.423529
2512,0.443137,0.388235,0.411765
2513,0.439216,0.384314,0.380392
2514,0.411765,0.345098,0.34902
2515,0.407843,0.352941,0.341176
2516,0.4,0.356863,0.34902
2517,0.407843,0.368627,0.392157
2518,1,1,1
2519,1,1,1
2520,0.486275,0.482353,0.501961
2521,0.427451,0.368627,0.380392
2522,0.427451,0.368627,0.380392
2523,0.447059,0.388235,0.4
2524,0.45098,0.392157,0.403922
2525,0.45098,0.407843,0.423529
2526,0.470588,0.427451,0.447059
2527,0.439216,0.396078,0.423529
2528,0.494118,0.447059,0.482353
2529,0.498039,0.458824,0.490196
2530,0.466667,0.427451,0.462745
2531,0.494118,0.454902,0.498039
2532,0.541176,0.498039,0.552941
2533,0.541176,0.513726,0.576471
2534,0.65098,0.639216,0.694118
2535,1,1,1
2536,1,1,1
2537,0.52549,0.572549,0.592157
2538,0.537255,0.494118,0.529412
2539,0.521569,0.513726,0.533333
2540,0.501961,0.466667,0.505882
2541,0.486275,0.443137,0.466667
2542,0.486275,0.443137,0.466667
2543,0.47451,0.431373,0.454902
2544,0.470588,0.427451,0.45098
2545,0.462745,0.431373,0.419608
2546,0.443137,0.4,0.423529
2547,0.462745,0.407843,0.431373
2548,0.439216,0.384314,0.380392
2549,0.419608,0.34902,0.34902
2550,0.396078,0.345098,0.329412
2551,0.372549,0.341176,0.341176
2552,0.992157,0.992157,0.992157
2553,1,1,1
2554,0.419608,0.360784,0.372549
2555,0.411765,0.352941,0.364706
2556,0.423529,0.364706,0.376471
2557,0.427451,0.368627,0.380392
2558,0.419608,0.376471,0.392157
2559,0.439216,0.396078,0.415686
2560,0.443137,0.4,0.427451
2561,0.454902,0.407843,0.443137
2562,0.466667,0.423529,0.454902
2563,0.509804,0.462745,0.498039
2564,0.505882,0.458824,0.505882
2565,0.533333,0.486275,0.541176
2566,0.529412,0.498039,0.556863
2567,0.509804,0.486275,0.54902
2568,1,1,1
2569,0.996078,1,1
2570,0.560784,0.517647,0.54902
2571,0.560784,0.517647,0.54902
2572,0.513726,0.470588,0.501961
2573,0.509804,0.466667,0.498039
2574,0.521569,0.494118,0.52549
2575,0.494118,0.458824,0.490196
2576,0.509804,0.470588,0.490196
2577,0.498039,0.454902,0.470588
2578,0.509804,0.470588,0.490196
2579,0.501961,0.458824,0.47451
2580,0.443137,0.384314,0.396078
2581,0.415686,0.341176,0.356863
2582,0.423529,0.356863,0.321569
2583,0.403922,0.34902,0.360784
2584,0.945098,0.937255,0.94902
2585,1,1,1
2586,0.541176,0.498039,0.584314
2587,0.384314,0.337255,0.364706
2588,0.427451,0.372549,0.360784
2589,0.443137,0.364706,0.396078
2590,0.431373,0.376471,0.372549
2591,0.454902,0.4,0.403922
2592,0.462745,0.403922,0.419608
2593,0.490196,0.431373,0.45098
2594,0.470588,0.443137,0.470588
2595,0.494118,0.466667,0.494118
2596,0.501961,0.47451,0.501961
2597,0.47451,0.447059,0.47451
2598,0.490196,0.458824,0.509804
2599,0.501961,0.482353,0.537255
2600,0.898039,0.898039,0.913725
2601,0.713726,0.796078,0.85098
2602,0.537255,0.494118,0.52549
2603,0.533333,0.490196,0.521569
2604,0.494118,0.45098,0.482353
2605,0.529412,0.486275,0.517647
2606,0.556863,0.529412,0.556863
2607,0.615686,0.576471,0.603922
2608,0.588235,0.545098,0.564706
2609,0.486275,0.439216,0.45098
2610,0.407843,0.368627,0.360784
2611,0.384314,0.341176,0.333333
2612,0.4,0.341176,0.337255
2613,0.403922,0.341176,0.341176
2614,0.388235,0.333333,0.321569
2615,0.788235,0.764706,0.780392
2616,1,1,1
2617,0.34902,0.313726,0.329412
2618,0.427451,0.380392,0.364706
2619,0.443137,0.380392,0.380392
2620,0.427451,0.372549,0.372549
2621,0.431373,0.372549,0.380392
2622,0.458824,0.4,0.415686
2623,0.486275,0.427451,0.447059
2624,0.478431,0.435294,0.466667
2625,0.454902,0.411765,0.443137
2626,0.498039,0.454902,0.486275
2627,0.478431,0.435294,0.466667
2628,0.482353,0.45098,0.501961
2629,0.478431,0.458824,0.517647
2630,0.654902,0.654902,0.701961
2631,1,1,1
2632,0.556863,0.623529,0.694118
2633,0.572549,0.529412,0.560784
2634,0.509804,0.466667,0.498039
2635,0.545098,0.501961,0.533333
2636,0.6,0.556863,0.588235
2637,0.592157,0.552941,0.572549
2638,0.521569,0.47451,0.494118
2639,0.447059,0.392157,0.403922
2640,0.415686,0.360784,0.360784
2641,0.423529,0.372549,0.341176
2642,0.403922,0.352941,0.329412
2643,0.403922,0.356863,0.345098
2644,0.4,0.352941,0.352941
2645,0.560784,0.537255,0.560784
2646,1,1,1
2647,1,1,1
2648,0.729412,0.721569,0.733333
2649,0.368627,0.333333,0.333333
2650,0.4,0.356863,0.34902
2651,0.415686,0.360784,0.360784
2652,0.427451,0.368627,0.376471
2653,0.427451,0.368627,0.384314
2654,0.439216,0.380392,0.4
2655,0.447059,0.396078,0.431373
2656,0.462745,0.411765,0.447059
2657,0.466667,0.415686,0.45098
2658,0.466667,0.415686,0.45098
2659,0.462745,0.431373,0.482353
2660,0.498039,0.478431,0.533333
2661,0.611765,0.611765,0.670588
2662,0.870588,0.909804,0.917647
2663,0.6,0.572549,0.603922
2664,0.588235,0.545098,0.576471
2665,0.592157,0.54902,0.580392
2666,0.541176,0.498039,0.529412
2667,0.454902,0.411765,0.443137
2668,0.403922,0.360784,0.376471
2669,0.396078,0.341176,0.356863
2670,0.388235,0.329412,0.333333
2671,0.439216,0.372549,0.372549
2672,0.411765,0.341176,0.32549
2673,0.403922,0.345098,0.341176
2674,0.403922,0.356863,0.372549
2675,0.513726,0.470588,0.501961
2676,1,1,1
2677,1,1,1
2678,0.447059,0.427451,0.470588
2679,0.317647,0.294118,0.305882
2680,0.376471,0.321569,0.321569
2681,0.407843,0.352941,0.356863
2682,0.423529,0.364706,0.380392
2683,0.435294,0.376471,0.396078
2684,0.443137,0.403922,0.435294
2685,0.478431,0.439216,0.470588
2686,0.486275,0.447059,0.478431
2687,0.52549,0.486275,0.517647
2688,0.509804,0.478431,0.529412
2689,0.521569,0.501961,0.556863
2690,0.74902,0.74902,0.796078
2691,1,1,1
2692,0.466667,0.439216,0.494118
2693,0.4,0.341176,0.372549
2694,0.407843,0.372549,0.384314
2695,0.376471,0.341176,0.352941
2696,0.368627,0.333333,0.345098
2697,0.372549,0.337255,0.34902
2698,0.419608,0.372549,0.388235
2699,0.415686,0.360784,0.372549
2700,0.396078,0.337255,0.341176
2701,0.388235,0.317647,0.317647
2702,0.360784,0.352941,0.341176
2703,0.439216,0.384314,0.380392
2704,0.407843,0.364706,0.403922
2705,1,1,1
2706,1,1,1
2707,0.407843,0.368627,0.462745
2708,0.372549,0.317647,0.372549
2709,0.333333,0.282353,0.32549
2710,0.372549,0.329412,0.364706
2711,0.380392,0.345098,0.368627
2712,0.368627,0.34902,0.364706
2713,0.376471,0.356863,0.372549
2714,0.352941,0.333333,0.34902
2715,0.34902,0.329412,0.345098
2716,0.435294,0.396078,0.458824
2717,0.517647,0.501961,0.556863
2718,0.733333,0.733333,0.788235
2719,1,1,1
2720,1,1,1
2721,0.584314,0.560784,0.619608
2722,0.54902,0.52549,0.552941
2723,0.517647,0.490196,0.521569
2724,0.435294,0.407843,0.439216
2725,0.439216,0.411765,0.443137
2726,0.423529,0.396078,0.427451
2727,0.435294,0.392157,0.411765
2728,0.392157,0.345098,0.356863
2729,0.415686,0.356863,0.364706
2730,0.458824,0.396078,0.4
2731,0.478431,0.411765,0.411765
2732,0.384314,0.356863,0.368627
2733,0.733333,0.752941,0.772549
2734,1,1,1
2735,0.505882,0.466667,0.517647
2736,0.494118,0.454902,0.498039
2737,0.372549,0.333333,0.368627
2738,0.298039,0.258824,0.290196
2739,0.313726,0.290196,0.329412
2740,0.4,0.376471,0.415686
2741,0.529412,0.505882,0.545098
2742,0.54902,0.52549,0.564706
2743,0.466667,0.435294,0.486275
2744,0.521569,0.501961,0.556863
2745,0.588235,0.580392,0.635294
2746,1,1,1
2747,0.898039,0.929412,0.945098
2748,0.584314,0.560784,0.619608
2749,0.509804,0.517647,0.545098
2750,0.505882,0.482353,0.537255
2751,0.572549,0.54902,0.603922
2752,0.470588,0.447059,0.501961
2753,0.47451,0.45098,0.505882
2754,0.466667,0.427451,0.458824
2755,0.470588,0.431373,0.454902
2756,0.513726,0.466667,0.478431
2757,0.447059,0.388235,0.4
2758,0.341176,0.258824,0.282353
2759,0.294118,0.341176,0.384314
2760,1,1,1
2761,0.984314,0.984314,0.988235
2762,0.411765,0.384314,0.439216
2763,0.427451,0.392157,0.439216
2764,0.501961,0.454902,0.494118
2765,0.564706,0.537255,0.6
2766,0.541176,0.513726,0.576471
2767,0.486275,0.458824,0.521569
2768,0.443137,0.415686,0.478431
2769,0.396078,0.372549,0.411765
2770,0.333333,0.309804,0.352941
2771,0.439216,0.423529,0.478431
2772,0.658824,0.647059,0.694118
2773,1,1,1
2774,0.682353,0.741176,0.8
2775,0.517647,0.458824,0.533333
2776,0.54902,0.545098,0.592157
2777,0.564706,0.552941,0.588235
2778,0.376471,0.364706,0.4
2779,0.435294,0.423529,0.458824
2780,0.47451,0.462745,0.498039
2781,0.45098,0.423529,0.454902
2782,0.384314,0.34902,0.380392
2783,0.298039,0.254902,0.27451
2784,0.290196,0.243137,0.258824
2785,0.298039,0.294118,0.356863
2786,1,1,1
2787,1,1,1
2788,0.513726,0.505882,0.552941
2789,0.431373,0.388235,0.447059
2790,0.427451,0.376471,0.427451
2791,0.439216,0.415686,0.462745
2792,0.490196,0.466667,0.513726
2793,0.552941,0.529412,0.576471
2794,0.54902,0.52549,0.572549
2795,0.513726,0.494118,0.521569
2796,0.505882,0.482353,0.517647
2797,0.576471,0.545098,0.596078
2798,0.607843,0.576471,0.635294
2799,1,1,1
2800,1,1,1
2801,0.572549,0.580392,0.682353
2802,0.513726,0.498039,0.560784
2803,0.470588,0.447059,0.509804
2804,0.490196,0.466667,0.509804
2805,0.603922,0.576471,0.635294
2806,0.568627,0.545098,0.592157
2807,0.423529,0.403922,0.423529
2808,0.305882,0.301961,0.305882
2809,0.309804,0.294118,0.290196
2810,0.368627,0.345098,0.360784
2811,0.396078,0.372549,0.423529
2812,0.937255,0.952941,0.968627
2813,1,1,1
2814,0.443137,0.407843,0.435294
2815,0.419608,0.368627,0.380392
2816,0.376471,0.333333,0.345098
2817,0.360784,0.32549,0.341176
2818,0.431373,0.407843,0.435294
2819,0.52549,0.501961,0.541176
2820,0.588235,0.568627,0.596078
2821,0.603922,0.580392,0.619608
2822,0.588235,0.564706,0.611765
2823,0.596078,0.572549,0.627451
2824,0.717647,0.694118,0.752941
2825,1,1,1
2826,0.956863,0.972549,0.980392
2827,0.560784,0.556863,0.647059
2828,0.576471,0.556863,0.619608
2829,0.607843,0.592157,0.647059
2830,0.635294,0.611765,0.654902
2831,0.54902,0.52549,0.584314
2832,0.419608,0.396078,0.443137
2833,0.388235,0.368627,0.388235
2834,0.360784,0.34902,0.360784
2835,0.407843,0.329412,0.364706
2836,0.356863,0.321569,0.368627
2837,0.815686,0.843137,0.866667
2838,1,1,1
2839,0.866667,0.854902,0.866667
2840,0.466667,0.419608,0.45098
2841,0.47451,0.431373,0.454902
2842,0.478431,0.439216,0.470588
2843,0.431373,0.407843,0.435294
2844,0.388235,0.364706,0.403922
2845,0.396078,0.376471,0.403922
2846,0.47451,0.45098,0.490196
2847,0.552941,0.529412,0.576471
2848,0.486275,0.462745,0.517647
2849,0.552941,0.52549,0.592157
2850,0.937255,0.933333,0.94902
2851,0.584314,0.65098,0.717647
2852,0.592157,0.556863,0.631373
2853,0.607843,0.6,0.647059
2854,0.603922,0.584314,0.639216
2855,0.517647,0.494118,0.537255
2856,0.470588,0.447059,0.505882
2857,0.447059,0.423529,0.470588
2858,0.376471,0.356863,0.376471
2859,0.368627,0.329412,0.360784
2860,0.337255,0.270588,0.32549
2861,0.388235,0.411765,0.478431
2862,1,1,1
2863,1,1,1
2864,0.443137,0.419608,0.47451
2865,0.462745,0.415686,0.462745
2866,0.509804,0.470588,0.513726
2867,0.462745,0.439216,0.47451
2868,0.458824,0.439216,0.466667
2869,0.396078,0.376471,0.403922
2870,0.372549,0.34902,0.388235
2871,0.454902,0.431373,0.478431
2872,0.552941,0.529412,0.584314
2873,0.603922,0.576471,0.643137
2874,0.745098,0.737255,0.784314
2875,1,1,1
2876,1,1,1
2877,0.607843,0.623529,0.694118
2878,0.666667,0.607843,0.67451
2879,0.592157,0.592157,0.623529
2880,0.45098,0.435294,0.486275
2881,0.415686,0.392157,0.435294
2882,0.423529,0.4,0.458824
2883,0.486275,0.462745,0.509804
2884,0.509804,0.490196,0.509804
2885,0.517647,0.466667,0.513726
2886,0.388235,0.439216,0.478431
2887,1,1,1
2888,0.980392,0.980392,0.984314
2889,0.403922,0.352941,0.423529
2890,0.423529,0.380392,0.439216
2891,0.490196,0.466667,0.501961
2892,0.521569,0.501961,0.529412
2893,0.552941,0.533333,0.560784
2894,0.603922,0.580392,0.619608
2895,0.611765,0.588235,0.635294
2896,0.592157,0.568627,0.623529
2897,0.572549,0.545098,0.611765
2898,0.568627,0.556863,0.627451
2899,1,1,1
2900,1,1,1
2901,0.596078,0.588235,0.643137
2902,0.580392,0.568627,0.623529
2903,0.588235,0.568627,0.615686
2904,0.627451,0.6,0.639216
2905,0.588235,0.564706,0.611765
2906,0.615686,0.592157,0.639216
2907,0.596078,0.572549,0.619608
2908,0.443137,0.419608,0.466667
2909,0.419608,0.360784,0.388235
2910,0.882353,0.909804,0.92549
2911,1,1,1
2912,0.541176,0.494118,0.545098
2913,0.403922,0.360784,0.396078
2914,0.380392,0.345098,0.376471
2915,0.372549,0.337255,0.403922
2916,0.423529,0.396078,0.435294
2917,0.494118,0.478431,0.521569
2918,0.521569,0.509804,0.564706
2919,0.564706,0.556863,0.611765
2920,0.584314,0.541176,0.6
2921,0.552941,0.529412,0.6
2922,0.972549,0.972549,0.980392
2923,0.996078,1,1
2924,0.588235,0.580392,0.635294
2925,0.592157,0.580392,0.635294
2926,0.580392,0.560784,0.607843
2927,0.576471,0.54902,0.588235
2928,0.545098,0.521569,0.568627
2929,0.521569,0.498039,0.545098
2930,0.454902,0.431373,0.478431
2931,0.431373,0.407843,0.454902
2932,0.45098,0.423529,0.470588
2933,1,1,1
2934,1,1,1
2935,0.486275,0.47451,0.52549
2936,0.513726,0.486275,0.529412
2937,0.509804,0.466667,0.521569
2938,0.478431,0.45098,0.494118
2939,0.517647,0.498039,0.545098
2940,0.545098,0.533333,0.588235
2941,0.541176,0.533333,0.588235
2942,0.560784,0.529412,0.588235
2943,0.568627,0.545098,0.611765
2944,0.67451,0.67451,0.733333
2945,1,1,1
2946,0.756863,0.796078,0.835294
2947,0.572549,0.564706,0.619608
2948,0.576471,0.564706,0.619608
2949,0.580392,0.560784,0.607843
2950,0.564706,0.537255,0.576471
2951,0.533333,0.509804,0.556863
2952,0.513726,0.490196,0.537255
2953,0.454902,0.431373,0.478431
2954,0.439216,0.415686,0.462745
2955,0.415686,0.407843,0.462745
2956,1,1,1
2957,1,1,1
2958,0.760784,0.760784,0.792157
2959,0.47451,0.454902,0.482353
2960,0.482353,0.439216,0.482353
2961,0.482353,0.454902,0.494118
2962,0.521569,0.505882,0.54902
2963,0.513726,0.501961,0.556863
2964,0.529412,0.521569,0.576471
2965,0.533333,0.517647,0.576471
2966,0.560784,0.54902,0.603922
2967,0.568627,0.560784,0.623529
2968,1,1,1
2969,1,1,1
2970,0.607843,0.588235,0.654902
2971,0.572549,0.564706,0.619608
2972,0.607843,0.596078,0.65098
2973,0.607843,0.592157,0.635294
2974,0.552941,0.52549,0.568627
2975,0.529412,0.505882,0.552941
2976,0.521569,0.498039,0.545098
2977,0.505882,0.482353,0.529412
2978,0.462745,0.439216,0.486275
2979,0.482353,0.447059,0.47451
2980,1,1,1
2981,1,1,1
2982,0.486275,0.462745,0.470588
2983,0.47451,0.443137,0.486275
2984,0.52549,0.498039,0.537255
2985,0.54902,0.529412,0.576471
2986,0.533333,0.521569,0.576471
2987,0.521569,0.513726,0.568627
2988,0.533333,0.529412,0.584314
2989,0.564706,0.556863,0.611765
2990,0.568627,0.560784,0.611765
2991,0.972549,0.968627,0.976471
2992,1,1,1
2993,0.592157,0.588235,0.619608
2994,0.603922,0.596078,0.65098
2995,0.568627,0.556863,0.615686
2996,0.564706,0.545098,0.603922
2997,0.545098,0.513726,0.580392
2998,0.537255,0.517647,0.584314
2999,0.517647,0.470588,0.537255
3000,0.439216,0.396078,0.439216
3001,0.419608,0.403922,0.427451
3002,0.760784,0.74902,0.760784
3003,1,1,1
3004,0.576471,0.545098,0.54902
3005,0.478431,0.435294,0.494118
3006,0.505882,0.466667,0.501961
3007,0.529412,0.498039,0.541176
3008,0.572549,0.552941,0.6
3009,0.556863,0.541176,0.596078
3010,0.517647,0.501961,0.556863
3011,0.537255,0.521569,0.576471
3012,0.552941,0.537255,0.592157
3013,0.741176,0.729412,0.764706
3014,1,1,1
3015,0.572549,0.568627,0.6
3016,0.572549,0.564706,0.619608
3017,0.556863,0.545098,0.603922
3018,0.552941,0.533333,0.592157
3019,0.545098,0.513726,0.580392
3020,0.533333,0.509804,0.572549
3021,0.505882,0.462745,0.521569
3022,0.470588,0.427451,0.466667
3023,0.447059,0.427451,0.447059
3024,0.964706,0.964706,0.960784
3025,0.976471,0.972549,0.972549
3026,0.513726,0.466667,0.509804
3027,0.486275,0.447059,0.482353
3028,0.498039,0.466667,0.509804
3029,0.52549,0.505882,0.552941
3030,0.509804,0.494118,0.54902
3031,0.521569,0.505882,0.560784
3032,0.537255,0.521569,0.576471
3033,0.529412,0.513726,0.568627
3034,0.541176,0.52549,0.580392
3035,1,1,1
3036,0.960784,0.960784,0.960784
3037,0.529412,0.517647,0.552941
3038,0.552941,0.545098,0.6
3039,0.537255,0.52549,0.580392
3040,0.52549,0.505882,0.564706
3041,0.52549,0.494118,0.560784
3042,0.498039,0.478431,0.533333
3043,0.482353,0.435294,0.486275
3044,0.47451,0.435294,0.458824
3045,0.439216,0.423529,0.427451
3046,1,1,1
3047,1,1,1
3048,0.498039,0.45098,0.466667
3049,0.505882,0.466667,0.501961
3050,0.498039,0.466667,0.509804
3051,0.501961,0.486275,0.529412
3052,0.501961,0.486275,0.541176
3053,0.517647,0.501961,0.556863
3054,0.52549,0.509804,0.564706
3055,0.556863,0.541176,0.596078
3056,0.580392,0.564706,0.619608
3057,1,1,1
3058,1,1,1
3059,0.623529,0.607843,0.627451
3060,0.572549,0.54902,0.588235
3061,0.564706,0.556863,0.611765
3062,0.603922,0.592157,0.647059
3063,0.52549,0.501961,0.564706
3064,0.501961,0.470588,0.537255
3065,0.466667,0.45098,0.494118
3066,0.470588,0.427451,0.470588
3067,0.462745,0.423529,0.443137
3068,0.439216,0.427451,0.423529
3069,1,1,1
3070,1,1,1
3071,0.772549,0.737255,0.737255
3072,0.490196,0.45098,0.486275
3073,0.501961,0.470588,0.513726
3074,0.517647,0.498039,0.545098
3075,0.505882,0.490196,0.545098
3076,0.509804,0.494118,0.54902
3077,0.533333,0.517647,0.572549
3078,0.552941,0.537255,0.592157
3079,0.509804,0.494118,0.54902
3080,0.92549,0.917647,0.92549
3081,1,1,1
3082,0.592157,0.572549,0.6
3083,0.596078,0.576471,0.603922
3084,0.603922,0.580392,0.635294
3085,0.568627,0.545098,0.6
3086,0.517647,0.494118,0.54902
3087,0.533333,0.509804,0.564706
3088,0.509804,0.47451,0.537255
3089,0.490196,0.458824,0.509804
3090,0.431373,0.403922,0.435294
3091,0.54902,0.529412,0.541176
3092,0.992157,0.992157,0.992157
3093,0.498039,0.45098,0.498039
3094,0.498039,0.45098,0.490196
3095,0.509804,0.466667,0.498039
3096,0.560784,0.517647,0.54902
3097,0.529412,0.509804,0.537255
3098,0.498039,0.47451,0.513726
3099,0.54902,0.52549,0.572549
3100,0.537255,0.513726,0.568627
3101,0.709804,0.698039,0.72549
3102,1,1,1
3103,0.815686,0.803922,0.815686
3104,0.564706,0.541176,0.580392
3105,0.560784,0.541176,0.568627
3106,0.564706,0.541176,0.588235
3107,0.54902,0.52549,0.572549
3108,0.537255,0.513726,0.560784
3109,0.529412,0.505882,0.552941
3110,0.470588,0.439216,0.498039
3111,0.45098,0.419608,0.466667
3112,0.466667,0.439216,0.462745
3113,0.866667,0.858824,0.862745
3114,1,1,1
3115,0.505882,0.462745,0.494118
3116,0.47451,0.431373,0.462745
3117,0.490196,0.447059,0.478431
3118,0.533333,0.490196,0.521569
3119,0.498039,0.478431,0.505882
3120,0.486275,0.462745,0.501961
3121,0.533333,0.509804,0.556863
3122,0.537255,0.513726,0.568627
3123,0.54902,0.533333,0.572549
3124,1,1,1
3125,1,1,1
3126,0.596078,0.576471,0.603922
3127,0.560784,0.537255,0.584314
3128,0.564706,0.541176,0.580392
3129,0.568627,0.545098,0.584314
3130,0.545098,0.521569,0.560784
3131,0.509804,0.486275,0.52549
3132,0.454902,0.431373,0.470588
3133,0.435294,0.403922,0.454902
3134,0.454902,0.423529,0.462745
3135,0.466667,0.443137,0.454902
3136,1,1,1
3137,1,1,1
3138,0.533333,0.494118,0.498039
3139,0.490196,0.447059,0.462745
3140,0.478431,0.435294,0.462745
3141,0.513726,0.466667,0.505882
3142,0.501961,0.482353,0.509804
3143,0.52549,0.501961,0.541176
3144,0.513726,0.490196,0.537255
3145,0.529412,0.505882,0.560784
3146,0.54902,0.529412,0.580392
3147,1,1,1
3148,1,1,1
3149,0.596078,0.572549,0.611765
3150,0.592157,0.568627,0.623529
3151,0.619608,0.596078,0.643137
3152,0.584314,0.564706,0.592157
3153,0.490196,0.470588,0.498039
3154,0.454902,0.435294,0.462745
3155,0.45098,0.431373,0.458824
3156,0.466667,0.435294,0.478431
3157,0.498039,0.470588,0.498039
3158,0.560784,0.537255,0.541176
3159,1,1,1
3160,0.772549,0.74902,0.741176
3161,0.47451,0.435294,0.431373
3162,0.490196,0.447059,0.478431
3163,0.52549,0.478431,0.521569
3164,0.521569,0.501961,0.529412
3165,0.545098,0.521569,0.560784
3166,0.517647,0.494118,0.541176
3167,0.537255,0.513726,0.568627
3168,0.572549,0.552941,0.607843
3169,0.901961,0.898039,0.901961
3170,0.921569,0.917647,0.913725
3171,0.588235,0.568627,0.596078
3172,0.615686,0.592157,0.631373
3173,0.576471,0.556863,0.576471
3174,0.541176,0.517647,0.572549
3175,0.486275,0.462745,0.517647
3176,0.509804,0.486275,0.541176
3177,0.52549,0.501961,0.556863
3178,0.537255,0.505882,0.556863
3179,0.505882,0.47451,0.513726
3180,0.952941,0.94902,0.952941
3181,0.972549,0.972549,0.972549
3182,0.494118,0.470588,0.478431
3183,0.470588,0.447059,0.462745
3184,0.513726,0.486275,0.513726
3185,0.541176,0.521569,0.54902
3186,0.498039,0.47451,0.513726
3187,0.529412,0.505882,0.552941
3188,0.517647,0.494118,0.54902
3189,0.533333,0.498039,0.576471
3190,0.713726,0.690196,0.698039
3191,0.741176,0.729412,0.729412
3192,0.584314,0.564706,0.592157
3193,0.560784,0.537255,0.580392
3194,0.580392,0.560784,0.588235
3195,0.517647,0.494118,0.54902
3196,0.521569,0.498039,0.552941
3197,0.521569,0.498039,0.552941
3198,0.564706,0.541176,0.596078
3199,0.568627,0.529412,0.568627
3200,0.482353,0.443137,0.470588
3201,1,1,1
3202,1,1,1
3203,0.478431,0.443137,0.447059
3204,0.47451,0.439216,0.454902
3205,0.486275,0.45098,0.470588
3206,0.494118,0.47451,0.501961
3207,0.501961,0.478431,0.517647
3208,0.52549,0.501961,0.54902
3209,0.513726,0.490196,0.545098
3210,0.541176,0.505882,0.576471
3211,0.560784,0.52549,0.54902
3212,1,1,1
3213,1,1,1
3214,0.623529,0.603922,0.619608
3215,0.576471,0.552941,0.6
